"phenotype","description","variable_type","n_non_missing","n_missing","n_controls","n_cases"
"20003_1141200564","Treatment/medication code: duloxetine","binary",361141,53,360813,328
"20003_1140874126","Treatment/medication code: nitrofurantoin","binary",361141,53,360917,224
"20003_1141184726","Treatment/medication code: xalacom 0.005%/0.5% eye drops","binary",361141,53,360931,210
"20003_1140879842","Treatment/medication code: propranolol","binary",361141,53,358736,2405
"20003_1140883548","Treatment/medication code: ipratropium","binary",361141,53,360665,476
"20003_1140910832","Treatment/medication code: sodium warfarin","binary",361141,53,360827,314
"20003_1141150624","Treatment/medication code: zomig 2.5mg tablet","binary",361141,53,360792,349
"20003_1199","Treatment/medication code: food supplement/plant/herbal extract","binary",361141,53,359815,1326
"20003_1140884412","Treatment/medication code: sumatriptan","binary",361141,53,360155,986
"20003_1140861138","Treatment/medication code: adizem-60 m/r tablet","binary",361141,53,360819,322
"20003_1140911658","Treatment/medication code: imigran 50mg tablet","binary",361141,53,360551,590
"20003_1141185326","Treatment/medication code: travatan 40micrograms/ml eye drops","binary",361141,53,360890,251
"20003_1140879428","Treatment/medication code: mebeverine","binary",361141,53,359343,1798
"20003_1141169520","Treatment/medication code: cosopt 2%/0.5% eye drops","binary",361141,53,360814,327
"20003_1141176668","Treatment/medication code: celebrex 100mg capsule","binary",361141,53,360854,287
"20003_1140865416","Treatment/medication code: colpermin 0.2ml m/r gel e/c capsule","binary",361141,53,360812,329
"20003_1141177532","Treatment/medication code: nexium 20mg tablet","binary",361141,53,360500,641
"20003_1140865578","Treatment/medication code: mesalazine","binary",361141,53,360631,510
"20003_1140916282","Treatment/medication code: venlafaxine","binary",361141,53,359608,1533
"20003_1141157418","Treatment/medication code: budesonide product","binary",361141,53,361037,104
"20003_1141157294","Treatment/medication code: hydrocortisone product","binary",361141,53,360884,257
"20003_1140923348","Treatment/medication code: co-proxamol","binary",361141,53,360851,290
"20003_1140888538","Treatment/medication code: zinc product","binary",361141,53,358721,2420
"20003_1140862380","Treatment/medication code: becloforte 250micrograms inhaler","binary",361141,53,360944,197
"20003_1140884464","Treatment/medication code: dihydrocodeine","binary",361141,53,359851,1290
"20003_1140888172","Treatment/medication code: mometasone","binary",361141,53,360432,709
"20003_1141152590","Treatment/medication code: glimepiride","binary",361141,53,360822,319
"20003_1140882618","Treatment/medication code: diprosalic ointment","binary",361141,53,360982,159
"20003_1140888266","Treatment/medication code: warfarin","binary",361141,53,357490,3651
"20003_1141178052","Treatment/medication code: zapain caplet","binary",361141,53,361008,133
"20003_1140873966","Treatment/medication code: trimethoprim","binary",361141,53,360766,375
"20003_1140878304","Treatment/medication code: e45 cream","binary",361141,53,360895,246
"20003_1195","Treatment/medication code: vitamin c product","binary",361141,53,360169,972
"20003_1141180342","Treatment/medication code: beclometasone dipropionate+salbutamol","binary",361141,53,360910,231
"20003_1140911734","Treatment/medication code: ginkgo forte tablet","binary",361141,53,359068,2073
"20003_1141171496","Treatment/medication code: trospium","binary",361141,53,360959,182
"20003_1140871542","Treatment/medication code: mefenamic acid","binary",361141,53,360753,388
"20003_1140870862","Treatment/medication code: calcichew forte 2.5g chewable tablet","binary",361141,53,360784,357
"20003_1140888570","Treatment/medication code: flecainide","binary",361141,53,360537,604
"20003_1140927086","Treatment/medication code: arthrotec 50 tablet","binary",361141,53,360833,308
"20003_1141152998","Treatment/medication code: irbesartan","binary",361141,53,358567,2574
"20003_1140875486","Treatment/medication code: colchicine","binary",361141,53,360951,190
"20003_1140879634","Treatment/medication code: trazodone","binary",361141,53,360622,519
"20003_1141153006","Treatment/medication code: aprovel 75mg tablet","binary",361141,53,360830,311
"20003_1140873548","Treatment/medication code: oxytetracycline","binary",361141,53,360066,1075
"20003_1140926606","Treatment/medication code: salbutamol 100micrograms spacehaler","binary",361141,53,358874,2267
"20003_1140923402","Treatment/medication code: co-amilofruse","binary",361141,53,360784,357
"20003_1140909954","Treatment/medication code: acyclovir","binary",361141,53,361025,116
"20003_1141176662","Treatment/medication code: celecoxib","binary",361141,53,360755,386
"20003_1141180226","Treatment/medication code: amoxicillin","binary",361141,53,360848,293
"20003_1140867888","Treatment/medication code: paroxetine","binary",361141,53,359937,1204
"20003_1140881446","Treatment/medication code: proctosedyl ointment","binary",361141,53,360975,166
"20003_1140873480","Treatment/medication code: minocycline","binary",361141,53,360980,161
"20003_1141176288","Treatment/medication code: azopt 10mg/ml eye drops","binary",361141,53,360981,160
"20003_1141180936","Treatment/medication code: calcium carbonate+colecalciferol 1.25g/5micrograms tablet","binary",361141,53,360982,159
"20003_1141194224","Treatment/medication code: allergy relief antihistamine 4mg tablet","binary",361141,53,360991,150
"20003_1141152732","Treatment/medication code: mirtazapine","binary",361141,53,360158,983
"20003_1141182632","Treatment/medication code: spiriva 18micrograms inhalation capsule","binary",361141,53,360602,539
"20003_1140867504","Treatment/medication code: priadel 200mg m/r tablet","binary",361141,53,360893,248
"20003_1140877892","Treatment/medication code: voltarol emulgel","binary",361141,53,360918,223
"20003_1141167932","Treatment/medication code: rizatriptan","binary",361141,53,360849,292
"20003_1140926780","Treatment/medication code: adizem-xl plus m/r capsule","binary",361141,53,360880,261
"20003_1140872112","Treatment/medication code: epanutin 25mg capsule","binary",361141,53,360872,269
"20003_1141146508","Treatment/medication code: nasacort 55micrograms aqueous nasal spray","binary",361141,53,360965,176
"20003_1140871732","Treatment/medication code: buprenorphine","binary",361141,53,360901,240
"20003_1140870954","Treatment/medication code: vitamin d product","binary",361141,53,360127,1014
"20003_1140874014","Treatment/medication code: metronidazole","binary",361141,53,361003,138
"20003_1140874930","Treatment/medication code: prednisolone","binary",361141,53,359038,2103
"20003_1140911640","Treatment/medication code: lecithin product","binary",361141,53,360928,213
"20003_1140883524","Treatment/medication code: cinnarizine","binary",361141,53,360948,193
"20003_1141168684","Treatment/medication code: xenical 120mg capsule","binary",361141,53,360817,324
"20003_1140874866","Treatment/medication code: carbimazole","binary",361141,53,360852,289
"20003_1140865564","Treatment/medication code: imodium 2mg capsule","binary",361141,53,360942,199
"20003_1141166294","Treatment/medication code: leflunomide","binary",361141,53,360979,162
"20003_1141176732","Treatment/medication code: carbomers","binary",361141,53,360867,274
"20003_1140909368","Treatment/medication code: carvedilol","binary",361141,53,360893,248
"20003_1141168680","Treatment/medication code: orlistat","binary",361141,53,360727,414
"20003_1140873608","Treatment/medication code: erythromycin","binary",361141,53,360857,284
"20003_1140911736","Treatment/medication code: ginseng product","binary",361141,53,360600,541
"20003_1141200384","Treatment/medication code: vesicare 5mg tablet","binary",361141,53,360786,355
"20003_1140861166","Treatment/medication code: dilzem sr 60mg long acting m/r capsule","binary",361141,53,360975,166
"20003_1140865800","Treatment/medication code: lactulose product","binary",361141,53,360187,954
"20003_1140881882","Treatment/medication code: timoptol 0.25% eye drops","binary",361141,53,360912,229
"20003_1140928916","Treatment/medication code: olanzapine","binary",361141,53,360736,405
"20003_1141150620","Treatment/medication code: zolmitriptan","binary",361141,53,360796,345
"20003_1140909578","Treatment/medication code: losec 10mg capsule","binary",361141,53,360869,272
"20003_1140875840","Treatment/medication code: timolol 0.25% eye drops","binary",361141,53,360871,270
"20003_1140878036","Treatment/medication code: diclofenac sodium+misoprostol","binary",361141,53,360890,251
"20003_1140909936","Treatment/medication code: indometacin","binary",361141,53,360892,249
"20003_1140880086","Treatment/medication code: calcipotriol","binary",361141,53,360922,219
"20003_1140866800","Treatment/medication code: half-inderal la 80mg m/r capsule","binary",361141,53,360993,148
"20003_1140884308","Treatment/medication code: hydroxychloroquine","binary",361141,53,360624,517
"20003_1141171932","Treatment/medication code: levetiracetam","binary",361141,53,360973,168
"20003_1141187230","Treatment/medication code: care cetirizine hayfever relief 10mg tablet","binary",361141,53,361036,105
"20003_1140888594","Treatment/medication code: fluvastatin","binary",361141,53,360967,174
"20003_1141179920","Treatment/medication code: lumigan 0.3mg/ml eye drops","binary",361141,53,360893,248
"20003_1140917034","Treatment/medication code: airomir 100micrograms cfc-free inhaler","binary",361141,53,360976,165
"20003_1140888512","Treatment/medication code: amiloride","binary",361141,53,361015,126
"20003_1140865716","Treatment/medication code: senna","binary",361141,53,360443,698
"20003_1141200322","Treatment/medication code: solifenacin","binary",361141,53,360570,571
"20003_1140879494","Treatment/medication code: metoclopramide","binary",361141,53,360700,441
"20003_1140879628","Treatment/medication code: dothiepin","binary",361141,53,360993,148
"20003_1141180392","Treatment/medication code: cefalexin","binary",361141,53,360934,207
"20003_1140875392","Treatment/medication code: plaquenil 200mg tablet","binary",361141,53,360977,164
"20003_1141172924","Treatment/medication code: desloratadine","binary",361141,53,360662,479
"20003_1140866026","Treatment/medication code: creon e/c granules in capsule","binary",361141,53,360937,204
"20003_1140871472","Treatment/medication code: naprosyn 250mg tablet","binary",361141,53,360899,242
"20003_1141184748","Treatment/medication code: levocetirizine","binary",361141,53,360910,231
"20003_1141164060","Treatment/medication code: pramipexole","binary",361141,53,360961,180
"20003_1141157458","Treatment/medication code: hypromellose product","binary",361141,53,360931,210
"20003_1140909708","Treatment/medication code: furosemide","binary",361141,53,358427,2714
"20003_1140867876","Treatment/medication code: prozac 20mg capsule","binary",361141,53,360650,491
"20003_1141172492","Treatment/medication code: micardis 20mg tablet","binary",361141,53,361032,109
"20003_1140865786","Treatment/medication code: bisacodyl","binary",361141,53,361001,140
"20003_1140909766","Treatment/medication code: multivitamins capsule","binary",361141,53,360853,288
"20003_1141145812","Treatment/medication code: minerals - magnesium","binary",361141,53,360367,774
"20003_1140866804","Treatment/medication code: inderal 10mg tablet","binary",361141,53,361036,105
"20003_1140909788","Treatment/medication code: sodium cromoglicate","binary",361141,53,360831,310
"20003_1140874686","Treatment/medication code: glucophage 500mg tablet","binary",361141,53,360813,328
"20003_1140928004","Treatment/medication code: zimovane ls 3.75mg tablet","binary",361141,53,361008,133
"20003_1140883468","Treatment/medication code: clonidine","binary",361141,53,360678,463
"20003_1141172928","Treatment/medication code: neoclarityn 5mg tablet","binary",361141,53,360707,434
"20003_1140864184","Treatment/medication code: dovonex 50micrograms/g cream","binary",361141,53,360919,222
"20003_1140909790","Treatment/medication code: chlorphenamine","binary",361141,53,360924,217
"20003_1140858452","Treatment/medication code: hepacon b12 1mg/1ml injection","binary",361141,53,360980,161
"20003_1141174032","Treatment/medication code: doublebase gel","binary",361141,53,360954,187
"20003_1140877826","Treatment/medication code: sodium bicarbonate","binary",361141,53,361034,107
"20003_1141192916","Treatment/medication code: rino clenil 50micrograms nasal spray","binary",361141,53,360443,698
"20003_1141200108","Treatment/medication code: cymalon cranberry 1.5g/5ml liquid","binary",361141,53,361010,131
"20003_1140879644","Treatment/medication code: amantadine","binary",361141,53,361028,113
"20003_1140888092","Treatment/medication code: elocon cream","binary",361141,53,360901,240
"20003_1140877630","Treatment/medication code: calcium+ergocalciferol tablet","binary",361141,53,360982,159
"20003_1140862944","Treatment/medication code: carbocisteine","binary",361141,53,360948,193
"20003_1140883748","Treatment/medication code: selenium product","binary",361141,53,360011,1130
"20003_1140862266","Treatment/medication code: phyllocontin continus 225mg m/r tablet","binary",361141,53,360999,142
"20003_1140872036","Treatment/medication code: paramax tablet","binary",361141,53,361012,129
"20003_1140879806","Treatment/medication code: diltiazem","binary",361141,53,360403,738
"20003_1141168590","Treatment/medication code: pariet 10mg e/c tablet","binary",361141,53,360902,239
"20003_1140927328","Treatment/medication code: terbinafine","binary",361141,53,360441,700
"20003_1140882626","Treatment/medication code: betnesol 0.1% eye/ear/nose drops","binary",361141,53,361019,122
"20003_1141185316","Treatment/medication code: travoprost","binary",361141,53,361000,141
"20003_1141176670","Treatment/medication code: celebrex 200mg capsule","binary",361141,53,361001,140
"20003_1141169844","Treatment/medication code: dexamethasone+hypromellose 0.1%/0.5% eye drops","binary",361141,53,360991,150
"20003_1140862086","Treatment/medication code: salamol 100micrograms inhaler","binary",361141,53,360029,1112
"20003_1141194386","Treatment/medication code: telfast 30 tablet","binary",361141,53,360874,267
"20003_1140926732","Treatment/medication code: meloxicam","binary",361141,53,360103,1038
"20003_1141200004","Treatment/medication code: pregabalin","binary",361141,53,360381,760
"20003_1140864992","Treatment/medication code: tramadol","binary",361141,53,357130,4011
"20003_1140873474","Treatment/medication code: lymecycline","binary",361141,53,360958,183
"20003_1140883664","Treatment/medication code: pizotifen","binary",361141,53,360576,565
"20003_1140882498","Treatment/medication code: penicillin","binary",361141,53,360923,218
"20003_1141193346","Treatment/medication code: olmetec 10mg tablet","binary",361141,53,360926,215
"20003_1140874896","Treatment/medication code: hydrocortisone","binary",361141,53,360475,666
"20003_1140879854","Treatment/medication code: sotalol","binary",361141,53,360560,581
"20003_1140860750","Treatment/medication code: captopril","binary",361141,53,360976,165
"20003_1141182628","Treatment/medication code: tiotropium","binary",361141,53,360219,922
"20003_1141166006","Treatment/medication code: telmisartan","binary",361141,53,360559,582
"20003_1140873450","Treatment/medication code: tetracycline","binary",361141,53,361036,105
"20003_1140923688","Treatment/medication code: zoton 15mg capsule","binary",361141,53,360877,264
"20003_1141176284","Treatment/medication code: brinzolamide","binary",361141,53,361006,135
"20003_1140928274","Treatment/medication code: ropinirole","binary",361141,53,360876,265
"20003_1140851088","Treatment/medication code: senokot 7.5mg tablet","binary",361141,53,360967,174
"20003_1141188146","Treatment/medication code: simvador 10mg tablet","binary",361141,53,360624,517
"20003_1141193282","Treatment/medication code: olmesartan","binary",361141,53,360687,454
"20003_2038460068","Treatment/medication code: phenobarbitone","binary",361141,53,361036,105
"20003_1141171152","Treatment/medication code: cardicor 1.25mg tablet","binary",361141,53,360800,341
"20003_1141146606","Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/200iu tablet","binary",361141,53,360584,557
"20003_1141152848","Treatment/medication code: quetiapine","binary",361141,53,360914,227
"20003_1140881472","Treatment/medication code: lacri-lube eye ointment","binary",361141,53,360630,511
"20003_1141168584","Treatment/medication code: rabeprazole sodium","binary",361141,53,360474,667
"20003_1140860834","Treatment/medication code: glyceryl trinitrate","binary",361141,53,360030,1111
"20003_1141180150","Treatment/medication code: arcoxia 90mg tablet","binary",361141,53,361039,102
"20003_1140868170","Treatment/medication code: prochlorperazine","binary",361141,53,360620,521
"20003_1140883476","Treatment/medication code: procyclidine","binary",361141,53,360987,154
"20003_1141187776","Treatment/medication code: nurofen 200mg tablet","binary",361141,53,360924,217
"20003_1140865588","Treatment/medication code: pentasa sr 250mg m/r tablet","binary",361141,53,360892,249
"20003_1140866466","Treatment/medication code: securon 40mg tablet","binary",361141,53,361033,108
"20003_1140922714","Treatment/medication code: dorzolamide","binary",361141,53,361039,102
"20003_1140865336","Treatment/medication code: spasmonal 60mg capsule","binary",361141,53,360878,263
"20003_1140861120","Treatment/medication code: coracten sr 10mg m/r capsule","binary",361141,53,360825,316
"20003_1140871168","Treatment/medication code: voltarol 25mg e/c tablet","binary",361141,53,360735,406
"20003_1140879866","Treatment/medication code: timolol","binary",361141,53,360862,279
"20003_1141173348","Treatment/medication code: hydroxocobalamin","binary",361141,53,360829,312
"20003_1141166086","Treatment/medication code: rennie duo oral suspension","binary",361141,53,361017,124
"20003_1140867444","Treatment/medication code: risperidone","binary",361141,53,360944,197
"20003_1140888556","Treatment/medication code: fosinopril","binary",361141,53,360955,186
"20003_1140862148","Treatment/medication code: serevent 25mcg inhaler","binary",361141,53,360145,996
"20003_1140872492","Treatment/medication code: nicotine product","binary",361141,53,360997,144
"20003_1140871188","Treatment/medication code: etodolac","binary",361141,53,360864,277
"20003_1140872694","Treatment/medication code: flucloxacillin","binary",361141,53,361015,126
"20003_1140888758","Treatment/medication code: penicillin v","binary",361141,53,360960,181
"20003_1140927730","Treatment/medication code: epaderm ointment","binary",361141,53,360919,222
"20003_1141150750","Treatment/medication code: brimonidine tartrate","binary",361141,53,361038,103
"20003_1140860802","Treatment/medication code: coversyl 2mg tablet","binary",361141,53,361009,132
"20003_1141151016","Treatment/medication code: losartan potassium+hydrochlorothiazide 50mg/12.5mg tablet","binary",361141,53,360841,300
"20003_1141200708","Treatment/medication code: strontium product","binary",361141,53,361020,121
"20003_1140882728","Treatment/medication code: otomize ear spray","binary",361141,53,360957,184
"20003_1141145660","Treatment/medication code: valsartan","binary",361141,53,359434,1707
"20003_1141167940","Treatment/medication code: maxalt 5mg tablet","binary",361141,53,360940,201
"20003_1141168322","Treatment/medication code: plavix 75mg tablet","binary",361141,53,360959,182
"20003_1140910698","Treatment/medication code: oil of peppermint","binary",361141,53,361013,128
"20003_1140862770","Treatment/medication code: zirtek 10mg tablet","binary",361141,53,361039,102
"20003_1140880956","Treatment/medication code: fentanyl","binary",361141,53,361035,106
"20003_1141145638","Treatment/medication code: nasobec aqueous 50micrograms nasal spray","binary",361141,53,360986,155
"20003_1140871692","Treatment/medication code: morphine","binary",361141,53,360928,213
"20003_1140870306","Treatment/medication code: iron+folic acid","binary",361141,53,360957,184
"20003_1141180314","Treatment/medication code: ibandronic acid","binary",361141,53,360809,332
"20003_1141174508","Treatment/medication code: reductil 10mg capsule","binary",361141,53,361025,116
"20003_1140862952","Treatment/medication code: mucodyne 375mg capsule","binary",361141,53,361007,134
"20003_1141191748","Treatment/medication code: respiratory mometasone","binary",361141,53,360925,216
"20003_1140871666","Treatment/medication code: piroxicam","binary",361141,53,361002,139
"20003_1141162764","Treatment/medication code: tolterodine l-tartrate","binary",361141,53,360421,720
"20003_1140865670","Treatment/medication code: salazopyrin 500mg tablet","binary",361141,53,360908,233
"20003_1140869848","Treatment/medication code: methotrexate","binary",361141,53,359223,1918
"20003_1141189094","Treatment/medication code: avandamet 1mg / 500mg tablet","binary",361141,53,361002,139
"20003_1141199858","Treatment/medication code: cardioplen xl 5mg m/r tablet","binary",361141,53,360928,213
"20003_1140862144","Treatment/medication code: salmeterol","binary",361141,53,360162,979
"20003_1140871052","Treatment/medication code: calcium carbonate+cholecalciferol 1.25g/5micrograms tablet","binary",361141,53,360989,152
"20003_1140867818","Treatment/medication code: nortriptyline","binary",361141,53,360917,224
"20003_1141179974","Treatment/medication code: cozaar 25mg tablet","binary",361141,53,360727,414
"20003_1140867998","Treatment/medication code: motilium 10mg tablet","binary",361141,53,361015,126
"20003_1140863302","Treatment/medication code: lorazepam","binary",361141,53,361003,138
"20003_1141157252","Treatment/medication code: glyceryl trinitrate product","binary",361141,53,360803,338
"20003_1141164276","Treatment/medication code: nebivolol","binary",361141,53,360841,300
"20003_1140865010","Treatment/medication code: viscotears liquid eye gel","binary",361141,53,360300,841
"20003_1141172838","Treatment/medication code: depakote 250mg e/c tablet","binary",361141,53,361033,108
"20003_1141188594","Treatment/medication code: humira 40mg injection solution 0.8ml prefilled syringe","binary",361141,53,361037,104
"20003_1141164086","Treatment/medication code: salmeterol+fluticasone propionate","binary",361141,53,360485,656
"20003_1140879762","Treatment/medication code: celiprolol","binary",361141,53,361040,101
"20003_1141180662","Treatment/medication code: zirtek allergy 10mg tablet","binary",361141,53,361031,110
"20003_1140879630","Treatment/medication code: imipramine","binary",361141,53,360939,202
"20003_1141157494","Treatment/medication code: ispaghula husk product","binary",361141,53,361015,126
"20003_1140866116","Treatment/medication code: frusemide","binary",361141,53,360517,624
"20003_1140864070","Treatment/medication code: kapake tablet","binary",361141,53,361037,104
"20003_1140871336","Treatment/medication code: indomethacin","binary",361141,53,360900,241
"20003_1140882272","Treatment/medication code: oramorph 10mg/5ml oral solution","binary",361141,53,361027,114
"20003_1140866236","Treatment/medication code: spironolactone","binary",361141,53,360479,662
"20003_1140927320","Treatment/medication code: dermol 500 lotion","binary",361141,53,361025,116
"20003_1141200072","Treatment/medication code: lyrica 25mg capsule","binary",361141,53,361025,116
"20003_1141200768","Treatment/medication code: protelos 2g sachets","binary",361141,53,361037,104
"20003_1140883656","Treatment/medication code: hydroxyzine","binary",361141,53,361017,124
"20003_1140861128","Treatment/medication code: tildiem 60mg m/r tablet","binary",361141,53,360444,697
"20003_1141171336","Treatment/medication code: eprosartan","binary",361141,53,360912,229
"20003_1140888510","Treatment/medication code: verapamil","binary",361141,53,360514,627
"20003_1140879798","Treatment/medication code: terazosin","binary",361141,53,361014,127
"20003_1141157126","Treatment/medication code: montelukast product","binary",361141,53,360469,672
"20003_1140913292","Treatment/medication code: synalar 1:10 cream","binary",361141,53,361040,101
"20003_1140923670","Treatment/medication code: gtn - glyceryl trinitrate","binary",361141,53,360520,621
"20003_1140884696","Treatment/medication code: clobetasone","binary",361141,53,361025,116
"20003_1141151284","Treatment/medication code: naratriptan","binary",361141,53,360867,274
"20003_1140879818","Treatment/medication code: metoprolol","binary",361141,53,360454,687
"20003_1141157132","Treatment/medication code: singulair 10mg tablet","binary",361141,53,360865,276
"20003_1140873476","Treatment/medication code: tetralysal 300 capsule","binary",361141,53,360995,146
"20003_1140916980","Treatment/medication code: zantac 75 tablet","binary",361141,53,360940,201
"20003_1140868426","Treatment/medication code: triamcinolone","binary",361141,53,360996,145
"20003_1140862060","Treatment/medication code: ventolin 2mg tablet","binary",361141,53,360995,146
"20003_1140881474","Treatment/medication code: normacol granules","binary",361141,53,360976,165
"20003_1140861202","Treatment/medication code: istin 5mg tablet","binary",361141,53,361021,120
"20003_1140860904","Treatment/medication code: trandolapril","binary",361141,53,360927,214
"20003_1140871112","Treatment/medication code: vitamin e product","binary",361141,53,359777,1364
"20003_1140883968","Treatment/medication code: carmellose","binary",361141,53,360985,156
"20003_1140878186","Treatment/medication code: liquifilm tears 1.4% eye drops","binary",361141,53,360989,152
"20003_1140852756","Treatment/medication code: vitamin a","binary",361141,53,361004,137
"20003_1140909482","Treatment/medication code: opticrom allergy eye drops","binary",361141,53,360903,238
"20003_1140860954","Treatment/medication code: isosorbide mononitrate","binary",361141,53,359952,1189
"20003_1140888390","Treatment/medication code: ferrous salt product","binary",361141,53,361016,125
"20003_1141168122","Treatment/medication code: solpadol capsule","binary",361141,53,360928,213
"20003_1141180140","Treatment/medication code: etoricoxib","binary",361141,53,360819,322
"20003_1141167708","Treatment/medication code: beclomist 50micrograms nasal spray","binary",361141,53,361020,121
"20003_1140878324","Treatment/medication code: oilatum cream","binary",361141,53,360985,156
"20003_1140865016","Treatment/medication code: zolpidem","binary",361141,53,360873,268
"20003_1140876146","Treatment/medication code: rhinocort 50micrograms nasal spray","binary",361141,53,360981,160
"20003_1140909872","Treatment/medication code: vitamin b1 preparation","binary",361141,53,360985,156
"20003_1140923484","Treatment/medication code: topiramate","binary",361141,53,360932,209
"20003_1140864950","Treatment/medication code: bisoprolol fumarate+hydrochlorothiazide 10mg/6.25mg tablet","binary",361141,53,360907,234
"20003_1141195044","Treatment/medication code: hydroxycarbamide","binary",361141,53,360980,161
"20003_1140864952","Treatment/medication code: lisinopril+hydrochlorothiazide 10mg/12.5mg tablet","binary",361141,53,361016,125
"20003_1141173328","Treatment/medication code: ursodeoxycholic acid","binary",361141,53,361013,128
"20003_1140868064","Treatment/medication code: serc-8 tablet","binary",361141,53,361031,110
"20003_1140882394","Treatment/medication code: paracetamol + codeine","binary",361141,53,360833,308
"20003_1141157178","Treatment/medication code: senna product","binary",361141,53,361007,134
"20003_1140911638","Treatment/medication code: kelp+garlic product","binary",361141,53,360941,200
"20003_1140910498","Treatment/medication code: flu - influenza vaccine","binary",361141,53,360999,142
"20003_1140870488","Treatment/medication code: forceval capsule","binary",361141,53,361037,104
"20003_1140865872","Treatment/medication code: magnesium citrate","binary",361141,53,361004,137
"20003_1141171940","Treatment/medication code: keppra 250mg tablet","binary",361141,53,361024,117
"20003_1140910766","Treatment/medication code: nicorandil","binary",361141,53,359989,1152
"20003_1141168752","Treatment/medication code: peptac liquid","binary",361141,53,360789,352
"20003_1140879792","Treatment/medication code: terbutaline","binary",361141,53,360569,572
"20003_1141175684","Treatment/medication code: risedronate sodium","binary",361141,53,360423,718
"20003_1140865752","Treatment/medication code: ispaghula husk","binary",361141,53,360814,327
"20003_1140871196","Treatment/medication code: lodine 200mg tablet","binary",361141,53,360977,164
"20003_1140861778","Treatment/medication code: dipyridamole","binary",361141,53,360475,666
"20003_1140851812","Treatment/medication code: gtn 400micrograms spray","binary",361141,53,360292,849
"20003_1140872338","Treatment/medication code: madopar 62.5 capsule","binary",361141,53,361029,112
"20003_1140868172","Treatment/medication code: stemetil 5mg tablet","binary",361141,53,360910,231
"20003_1141157402","Treatment/medication code: prednisolone product","binary",361141,53,361002,139
"20003_1140868080","Treatment/medication code: cyclizine","binary",361141,53,361005,136
"20003_1140888366","Treatment/medication code: thiamine preparation","binary",361141,53,360592,549
"20003_1141179764","Treatment/medication code: tenofovir","binary",361141,53,361037,104
"20003_1140881320","Treatment/medication code: magnesium carbonate","binary",361141,53,361012,129
"20003_1140868364","Treatment/medication code: prednisone","binary",361141,53,360913,228
"20003_1140879392","Treatment/medication code: manevac granules","binary",361141,53,361010,131
"20003_1141181868","Treatment/medication code: omacor 1g capsule","binary",361141,53,360681,460
"20003_1140862526","Treatment/medication code: sodium cromoglycate","binary",361141,53,361027,114
"20003_1140871506","Treatment/medication code: ketoprofen","binary",361141,53,361019,122
"20003_1140909874","Treatment/medication code: vitamin b6 preparation","binary",361141,53,360701,440
"20003_1140928284","Treatment/medication code: moxonidine","binary",361141,53,360830,311
"20003_1141190160","Treatment/medication code: vascalpha 5mg m/r tablet","binary",361141,53,361020,121
"20003_1140861936","Treatment/medication code: questran 4g/sachet powder","binary",361141,53,361024,117
"20003_1140925978","Treatment/medication code: mycophenolate","binary",361141,53,360980,161
"20003_1141195224","Treatment/medication code: formoterol","binary",361141,53,361035,106
"20003_1140875632","Treatment/medication code: movelat gel","binary",361141,53,361011,130
"20003_1140871688","Treatment/medication code: solpadol caplet","binary",361141,53,360841,300
"20003_1141172698","Treatment/medication code: monomax xl 60mg m/r tablet","binary",361141,53,361031,110
"20003_1140871680","Treatment/medication code: tylex capsule","binary",361141,53,360966,175
"20003_1140865414","Treatment/medication code: peppermint oil product","binary",361141,53,360952,189
"20003_1141177600","Treatment/medication code: rosiglitazone","binary",361141,53,360610,531
"20003_1140856342","Treatment/medication code: syndol tablet","binary",361141,53,360852,289
"20003_1140865668","Treatment/medication code: sulphasalazine","binary",361141,53,360944,197
"20003_1141153032","Treatment/medication code: zanidip 10mg tablet","binary",361141,53,360969,172
"20003_1140865394","Treatment/medication code: hyoscine butylbromide","binary",361141,53,361038,103
"20003_1140888362","Treatment/medication code: pyridoxine preparation","binary",361141,53,361023,118
"20003_1140865000","Treatment/medication code: zydol 50mg capsule","binary",361141,53,361028,113
"20003_1140860728","Treatment/medication code: quinapril","binary",361141,53,360981,160
"20003_1141189090","Treatment/medication code: rosiglitazone 1mg / metformin 500mg tablet","binary",361141,53,360989,152
"20003_1140861780","Treatment/medication code: persantin 25mg tablet","binary",361141,53,360926,215
"20003_1141164872","Treatment/medication code: sinemet-62.5 tablet","binary",361141,53,361020,121
"20003_1141190960","Treatment/medication code: tramacet 325mg/37.5mg tablet","binary",361141,53,361017,124
"20003_1140911642","Treatment/medication code: tacrolimus","binary",361141,53,360961,180
"20003_1141157264","Treatment/medication code: salmeterol product","binary",361141,53,360917,224
"20003_1140888762","Treatment/medication code: ismn - isosorbide mononitrate","binary",361141,53,360936,205
"20003_1141145630","Treatment/medication code: nitromin 400micrograms cfc-free spray","binary",361141,53,361036,105
"20003_1141171646","Treatment/medication code: pioglitazone","binary",361141,53,360397,744
"20003_1140862438","Treatment/medication code: uniphyllin continus 200mg m/r tablet","binary",361141,53,360955,186
"20003_1141171038","Treatment/medication code: oxycodone hydrochloride","binary",361141,53,361039,102
"20003_1140911698","Treatment/medication code: slozem 120mg m/r capsule","binary",361141,53,360996,145
"20003_1140878172","Treatment/medication code: tears naturale eye drops","binary",361141,53,361027,114
"20003_1140860976","Treatment/medication code: imdur 60mg durule","binary",361141,53,360992,149
